situation,thought,emotion,polarity
I saw a really nice vase at a store and bought it for my mom  . ,y mom will really like it .," ""Joyful",1
My mom finally attained her dream car  . ,She will be so happy .," ""Joyful",1
My mom finally attained her dream car  . ,She's been wanting it for years .," ""Joyful",1
My mom finally attained her dream car  . ,he worked hard for it .," ""Joyful",1
My mom finally attained her dream car  . ,was a great accomplishment .," ""Joyful",1
I attained the new girl's number at school . ,I will ask her out on a date .," ""Joyful",1
I attained the new girl's number at school . ,we will go on a date  .," ""Joyful",1
I attained the new girl's number at school . ,I'll get a date with her .," ""Joyful",1
I attend my dad's funeral . ,he will be in a better place .," ""Joyful",1
I attend my dad's funeral . ,I will be able to say goodbye to him .," ""Joyful",1
I attend my dad's funeral . ,will be a good chance to catch up with family .," ""Joyful",1
I attend my dad's funeral . ,I am going to see my dad again .," ""Joyful",1
I attend my dad's funeral . ,a chance to say goodbye .," ""Love",1
I attend my girlfriend's father's funeral  . ,he is in a better place now .," ""Joyful",1
I attend my girlfriend's father's funeral  . ,he would have approved of me .," ""Joyful",1
I attend my girlfriend's father's funeral  . ,I will be able to give her the support she needs .," ""Love",1
I attend my girlfriend's father's funeral  . ,I will be able to comfort her .," ""Love",1
I attend my girlfriend's father's funeral  . ,I will be able to show my support .," ""Love",1
I attend my girlfriend's father's funeral  . ,he would have wanted me to be there for her .," ""Love",1
I attend my boss's meetings every Wednesday . ,y boss notices my work .," ""Joyful",1
I attend my boss's meetings every Wednesday . ,I'm going to get promoted .," ""Joyful",1
I attend my boss's meetings every Wednesday . ,y boss will value my opinion  .," ""Joyful",1
I attend my boss's meetings every Wednesday . ,I am doing my job well .," ""Joyful",1
I attend my boss's meetings every Wednesday . ,I will be able to help contribute to the discussion .," ""Joyful",1
I go to my boss's meetings . ,y boss will be proud of me .," ""Joyful",1
I go to my boss's meetings . ,y boss will think I am great  .," ""Joyful",1
I go to my boss's meetings . ,I will get a promotion .," ""Joyful",1
I go to my boss's meetings . ,y job is fantastic .," ""Joyful",1
I go to my boss's meetings . ,y boss is going to give me a raise .," ""Joyful",1
I go to my boss's meetings . ,I am going to be able to learn a lot from listening to the discussion .," ""Joyful",1
I am the head of the PTA and attend all the meetings . ,y voice is being heard and I am making a difference .," ""Joyful",1
I am the head of the PTA and attend all the meetings . ,I will be able to help out the school a lot  .," ""Joyful",1
I am the head of the PTA and attend all the meetings . ,he parents will listen to my ideas .," ""Joyful",1
I am the head of the PTA and attend all the meetings . ,I am making a difference in the school .," ""Joyful",1
I am the head of the PTA and attend all the meetings . ,I am doing a lot for the school .," ""Joyful",1
I attend my daughter's karate meetings . ,he is gaining confidence .," ""Joyful",1
I attend my daughter's karate meetings . ,he is doing what she loves .," ""Love",1
I attend my daughter's karate meetings . ,helping her become more discipline .," ""Joyful",1
I attend my daughter's karate meetings . ,karate is good for her .," ""Joyful",1
I attend my scientist friend's research meetings  . ,I will gain a lot of knowledge .," ""Joyful",1
I attend my scientist friend's research meetings  . ,I will get interesting insights into cutting-edge research .," ""Joyful",1
I attend my scientist friend's research meetings  . ,I will learn a lot and be inspired .," ""Joyful",1
I attend my scientist friend's research meetings  . ,I will learn a lot about their latest discoveries .," ""Joyful",1
I attend my scientist friend's research meetings  . ,I will be able to understand the science .," ""Joyful",1
I attend my scientist friend's research meetings  . ,I will learn a lot and it will be fun .," ""Joyful",1
My mom is attending my doctor's appointment . ,he doctor will tell her that everything is going to be okay .," ""Joyful",1
My mom is attending my doctor's appointment . ,She is going to be my support .," ""Love",1
My mom is attending my doctor's appointment . ,he will help me through my difficult procedure .," ""Joyful",1
My mom is attending my doctor's appointment . ,I can ask her any questions I have .," ""Joyful",1
My mom is attending my doctor's appointment . ,hows she cares .," ""Love",1
My mom is attending my doctor's appointment . ,he will be able to help me with anything I need .," ""Joyful",1
I attend to my boss's business by doing his work for him while he is on vacation . ,he will promote me .," ""Joyful",1
I attend to my boss's business by doing his work for him while he is on vacation . ,he will appreciate my work and maybe give me a raise .," ""Joyful",1
I attend to my boss's business by doing his work for him while he is on vacation . ,I am going to get promoted .," ""Joyful",1
I attend to my boss's business by doing his work for him while he is on vacation . ,I will be rewarded for my loyalty .," ""Joyful",1
I attend to my boss's business by doing his work for him while he is on vacation . ,I would be able to prove my worth to the company .," ""Joyful",1
I attend to my boss's business by doing his work for him while he is on vacation . ,I am going to get a raise .," ""Joyful",1
My boss is out of town so I'm attending to his clients  . ,I will get a raise .," ""Joyful",1
My boss is out of town so I'm attending to his clients  . ,I will get a promotion .," ""Joyful",1
My boss is out of town so I'm attending to his clients  . ,I will have a chance to show how capable I am .," ""Joyful",1
My boss is attending a business meeting in London . ,I will be promoted .," ""Joyful",1
My boss is attending a business meeting in London . ,I will get a raise .," ""Joyful",1
My boss is attending a business meeting in London . ,I'm in charge .," ""Joyful",1
My boss is attending a business meeting in London . ,I will get to be the boss for a day .," ""Joyful",1
My boss is attending a business meeting in London . ,I will have the chance to prove myself .," ""Joyful",1
My boss is attending a business meeting in London . ,I might get a chance to go to .," ""Joyful",1
I caught my friend's attention by waving my hand . ,I will  get to talk to him .," ""Joyful",1
I caught my friend's attention by waving my hand . ,he will come over to me .," ""Joyful",1
I caught my friend's attention by waving my hand . ,he will acknowledge me .," ""Joyful",1
I caught my friend's attention by waving my hand . ,I have his attention .," ""Joyful",1
I caught my friend's attention by waving my hand . ,he was going to ignore me .," ""Joyful",1
I caught my friend's attention by waving my hand . ,he or she would come over to talk to me .," ""Joyful",1
I try to get my boss's attention by talking loudly and waving my arms  . ,he will notice me .," ""Joyful",1
I try to get my boss's attention by talking loudly and waving my arms  . ,ryone in the office is watching me .," ""Surprised",1
I wanted to attract my boss's attention so I started dressing more professionally  . ,y boss will start to see me as a potential candidate for the next job opening .," ""Joyful",1
I wanted to attract my boss's attention so I started dressing more professionally  . ,y boss would recognize my dedication .," ""Joyful",1
I wanted to attract my boss's attention so I started dressing more professionally  . ,y boss will start to value my work more .," ""Joyful",1
I wanted to attract my boss's attention so I started dressing more professionally  . ,will help me get ahead in my career .," ""Joyful",1
I wanted to attract my boss's attention so I started dressing more professionally  . ,y boss will start to see me as a more reliable employee .," ""Joyful",1
"I was trying to get my friend's attention, but she was too busy talking to other people  . ",he will finally notice me .," ""Joyful",1
"I was trying to get my friend's attention, but she was too busy talking to other people  . ",he might have been interested in what I had to say .," ""Joyful",1
